AcresBurned,ArchiveYear,Counties,Extinguished,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,SearchDescription,Started
91,2017,Butte,2018-01-09T10:27:00Z,,39.52499,-121.64897,FALSE,Wilbur Fire,,"The Wilbur Fire started on June 6, 2017 off of Wilbur Road, North of Oroville Dam Blvd (Butte County) and burned 91 acres.",2017-06-06T12:43:00Z
90,2017,Madera,2018-01-09T11:46:00Z,,37.09773,-120.02027,FALSE,Daulton Fire,,"The Daulton Fire started on July 7, 2017, off Road 29 and Ave 24, near Daulton (Madera County) and burned 90 acres.",2017-07-07T10:00:00Z
87,2017,Lake,2018-01-09T13:29:00Z,,39.15016,-122.576,TRUE,Ridge Fire,,"The Ridge Fire started on October 6, 2017 off Ladoga Stoneyford Rd, west of Indian Valley Reservoir in Lake County. ",2017-10-06T14:38:00Z
86,2017,Ventura,2018-01-09T13:45:00Z,,34.34949,-119.30918,FALSE,Vista Fire,,"The Vista Fire started on October 24, 2017 off Hwy 33 & Casitas Vista Rd (Ventura County). It was contained on October 26, 2017.",2017-10-24T14:44:00Z
85,2017,Riverside,2018-01-09T12:49:00Z,,117.337331,34.015742,FALSE,Marlborough Fire,,The Marlborough Fire started on August 31 2017 off Marlborough ave and Northgate street (RiverSide County),2017-08-31T10:13:00Z
85,2017,Humboldt,2018-01-09T12:17:00Z,,40.11794,-123.76099,FALSE,Saw Fire,,"The Saw Fire started on August 3, 2017 off Alderpoint Rd & Lower Sawmill Rd, east of Garberville (Humboldt County) and burned 85 acres.",2017-08-03T11:58:00Z
85,2017,San Bernardino,2018-01-09T12:03:00Z,,34.20152,-117.14466,FALSE,Dollar Fire,,"The Dollar Fire started on July 22, 2017 off Hwy 330 & Old City Creek Rd, southwest of Running Springs on the San Bernardino National Forest and burned 85 acres.",2017-07-22T13:35:00Z
85,2017,Santa Clara,2018-01-09T11:11:00Z,,37.3344,-121.71752,FALSE,Ranch Fire,,"The Ranch Fire started on June 29th 2017, off grant road near Mt. Hamilton east of San Jose in Santa Clara County and burned 85 acres.",2017-06-29T13:56:00Z
82,2017,Monterey,2018-01-09T12:27:00Z,,35.86596,-120.64584,FALSE,Country Fire,,"The Country Fire started on August 7, 2017, off Portuguese Canyon Road and Cross Country Road near Bradley (Monterey County) and burned 82 acres.",2017-08-07T18:08:00Z
81,2017,San Diego,2018-01-09T13:38:00Z,,33.38613,-117.46709,FALSE,Loma Fire,,"The Loma Fire started on October 13, 2017 near Loma Range 217 on Camp Pendleton in San Diego County and burned 81 acres. It was contained on November 14, 2017. ",2017-10-13T15:40:00Z
80,2017,El Dorado,2018-01-09T13:49:00Z,,38.869036,-119.61865,FALSE,Holiday Fire,,"The Holiday Fire started December 28, 2017 off Highway 395, south of Gardnerville in Nevada (Douglas County) and burned 80 acres. It was contained on December 30, 2017. ",2017-12-28T20:51:00Z
79,2017,Plumas,2018-01-09T13:18:00Z,,40.13278,-120.9204,FALSE,Mills File,,The Mills Fire started September 3rd 2017 off Highway 89 ¼ mile northCrescent Mills (Plumas County) and burned 79 acres.,2017-09-03T20:32:00Z
79,2017,Tulare,2018-01-09T10:23:00Z,,35.89423,-119.00334,FALSE,Fountain Fire ,,"The Fountain Fire started on May 31, 2017 off Avenue 56 & Road 256, 2 miles east of Ducor in Tulare County and burned 769 acres. ",2017-05-31T11:30:00Z
78,2017,Santa Clara,2018-01-09T12:04:00Z,,36.96607,-121.55552,FALSE,Castro Fire,,"The Castro Fire started on July 23, 2017 off of off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy in Santa Clara County and burned 78 acres. ",2017-07-23T16:07:00Z
78,2017,Tehama,2018-01-09T10:25:00Z,,40.38944,-122.13088,FALSE,Spring Fire ,,"The Spring Fire started on June 4, 2017 off of Spring Branch Rd, 7 miles east of Cottonwood 7 miles east of Cottonwood in Tehama County and burned 78 acres. ",2017-06-04T16:22:00Z
76,2017,Nevada,2018-02-09T09:52:00Z,,39.19325,-121.08406,TRUE,McCourtney Fire (Wind Complex),,"The McCourtney Fire started on October 09, 2017 off Cascade Way and Marysville Rd, north of Collins Lake in Nevada County. The McCourtney Fire is a part of the Wind Complex and October 2017 Fire Siege. The McCourtney Fire burned 76 acres.  ",2017-10-09T00:00:00Z
76,2017,Fresno,2018-01-09T10:31:00Z,,36.8005,-119.35901,FALSE,Tivy Fire,,"The Tivy Fire started on June 11, 2017 near Tivy Mountain in Fresno County and burned 76 acres.",2017-06-11T22:45:00Z
74,2017,San Luis Obispo,2018-01-09T13:26:00Z,,35.5956,-120.56068,FALSE,Linne Fire,,"The Linne Fire, San Luis Obispo, Paso Robles, September 26, 2017",2017-09-26T16:45:00Z
74,2017,El Dorado,2018-01-09T11:50:00Z,,38.7803,-120.97111,TRUE,Axel Fire,,"The Axel Fire started on July 8, 2017 off Axel Ct & Barrister Ct, Rescue (El Dorado County) and burned 74 acres.",2017-07-08T16:38:00Z
74,2017,San Bernardino,2018-01-09T11:47:00Z,,34.07612,-117.06765,FALSE,Bryant Fire,,The Bryant Fire started July 7 2017 off Hwy 38 west of Bryant St. (San Bernardino County) and burned 74 acres.,2017-07-07T15:45:00Z
73,2017,San Luis Obispo,2018-01-09T13:37:00Z,,35.78616,-120.96514,FALSE,Lynch Fire,,"The Lynch Fire started on October 13, 2017, Lynch Canyon Road and Interlake Road, north of Lake Nacimiento (San Luis Obispo) and burned 73 acres.",2017-10-13T12:14:00Z
72,2017,Riverside,2018-01-09T12:01:00Z,,33.75526,-117.25075,FALSE,Ellis Fire,,"The Ellis Fire started on July 18, 201 off of Mc Pherson Rd in Perris in Riverside County and burned 72 acres. ",2017-07-18T15:34:00Z
70,2017,San Luis Obispo,2018-01-09T12:17:00Z,,35.4403,-120.2913,FALSE,Camatta Fire,,"The Camatta Fire started on August 2, 2017 off Hwy 58 near Camatta Creek Rd, east of Santa Margarita (San Luis Obispo County) and burned 70 acres.",2017-08-02T10:33:00Z
70,2017,Colusa,2018-01-09T11:58:00Z,,39.01224,-122.20127,TRUE,Sand Fire,76,"The Sand Fire started on July 17, 2017  off San Creek Rd, west of Arbuckle in Colusa County and burned 70 acres. ",2017-07-17T13:17:00Z
70,2017,Santa Clara,2018-01-09T11:52:00Z,,37.25014,-121.68562,FALSE,Felipe Fire,,"The Felipe fire started on July 10, 2017 off Felipe Road and Metcalf Road, northeast of Morgan Hill in Santa Clara County and burned 70 acres.",2017-07-10T15:54:00Z
70,2017,Fresno,2018-01-09T10:05:00Z,,36.60736,-120.5828,FALSE,Manning Fire,,"The Manning Fire started on May 19, 2017 off of Interstate 5 and Manning Avenue, north of Coalinga (Fresno County) and burned 70 acres.",2017-05-19T23:28:00Z
69,2017,Fresno,2018-01-09T12:46:00Z,,36.7279,-119.28241,FALSE,Hill Fire,,"The Hill fire started on August 27, 2017 of Hwy 180 in Fresno County and burned 69 acres.",2017-08-27T18:47:00Z
68,2017,Sacramento,2018-01-09T10:22:00Z,,38.33707,-121.11113,FALSE,Clay Fire,,"The Clay Fire started on June 1, 2017 off of Clay East Road near Herald in Sacramento County and burned 68 acres. ",2017-06-01T15:38:00Z
67,2017,Lassen,2018-01-09T10:26:00Z,,40.03392,-120.1064,FALSE,River Fire,,"The River Fire started on June 4, 2017 east of Hwy 395, Doyle in Lassen County and burned 67 acres.. ",2017-06-04T16:12:00Z
65,2017,Stanislaus,2018-01-09T10:59:00Z,,37.82934,-120.68992,FALSE,Orange Fire,,"The Orange Fire started on June 21, 2017 off Sonora Rd & Orange Blossom Rd, east of Oakdale (Stanislaus County) and burned 65 acres.",2017-06-21T14:45:00Z
63,2017,Riverside,2018-01-09T12:07:00Z,,33.81976,-117.18552,FALSE,Placentia Fire,,"the Placentia Fire started on July 28 2017 near Placentia Ave. at Eureka St, Nuevo (Riverside County) and burned 63 acres.",2017-07-28T18:11:00Z
63,2017,Mariposa,2018-01-09T10:33:00Z,,37.36914,-120.0088,FALSE,Westfall Fire,,"The Westfall fire started on June 15, 2017 west of W. Westfall Road and north of Whiterock Road in Mariposa County and burned 63 acres.",2017-06-15T07:30:00Z
62,2017,San Diego,2018-01-09T12:44:00Z,,33.20988,-116.46989,FALSE,Montezuma Fire,,"The Montezuma fire started on August 26, 2017 off Montezuma Valley Rd., near the Community of Borrego Springs in San Diego County and burned 62 acres.",2017-08-26T11:30:00Z
62,2017,Lake,2018-01-09T12:28:00Z,,38.94599,-122.81135,TRUE,Bottle Fire,,"The Bottle Fire started August 8, 2017, off Bottle Rock Road and Highway 29 in Kelseyville (Lake County) and burned 62 acres.",2017-08-08T16:40:00Z
62,2017,Stanislaus,2018-01-09T11:48:00Z,,37.64898,-120.4925,FALSE,Lake Fire,,"The Lake Fire started on July 8, 2017 off Hwy 132 & Lake Rd (Stanislaus County) and burned 62 acres.",2017-07-08T11:00:00Z
60,2017,Tehama,2018-01-09T10:35:00Z,,40.32063,-122.83208,FALSE,Bolla Fire,,"The Bolla fire started on June 18, 2017 off Hwy 36 West, off Tedoc Roadd, west of Platina in Tehama County and burned 60 acres.",2017-06-18T07:15:00Z
59,2017,Tulare,2018-01-09T11:59:00Z,,36.18815,-118.78928,FALSE,Fox Fire,,"The Fox fire started on July 17, 2017 off Balch Park Rd & Bear Creek Dr, 4 miles north of Springville (Tulare County) and burned 59 acres.",2017-07-17T15:32:00Z
59,2017,Calaveras,2018-01-09T11:53:00Z,,38.18303,-120.85322,TRUE,Quail Fire,,"The Quail Fire started on July 12, 2017 off Quail Oaks Rd. and Oak Hill Dr. near Valley Springs (Calaveras County) and burned 59 acres.",2017-07-12T13:10:00Z
58,2017,Fresno,2018-01-09T13:36:00Z,,36.7528,-119.2288,TRUE,Silver Fire,,"The Silver Fire started on October 11, 2017 off of Elwood Road and Silver Lane, northwest of Squaw Valley (Fresno County) and burned 58 acres.",2017-10-11T15:59:00Z
58,2017,Lake,2018-01-09T13:20:00Z,,39.42604,-123.03344,FALSE,Slides Fire,,"The Slides Fire started on September 12, 2017 off Elk Mountain Rd, west of Lake Pillsbury on the Mendocino National Forest in Lake County. ",2017-09-12T16:08:00Z
58,2017,Tulare,2018-01-09T12:01:00Z,,36.64404,-118.99944,FALSE,Hogback Fire,,"The Hogback Fire started on July 17, 2017 off Hogback Rd and Whitaker Forest Dr, Badger in Tulare County and burned 58 acres. ",2017-07-18T15:50:00Z
58,2017,San Luis Obispo,2018-01-09T11:48:00Z,,35.346,-120.62825,FALSE,Tower Fire,,"The Tower Fire started on July 7, 2017 off northbound Hwy 101 near the Cuesta Grade (San Luis Obispo County) and burned 58 acres.",2017-07-07T16:23:00Z
57,2017,Tehama,2018-01-09T12:07:00Z,,40.1583,-122.3209,FALSE,Live Fire,,"The Live Fire started on July 28, 2017 off Live Oak Road, in the community of Ridgway, west of Red Bluff (Tehama County) and burned 57 acres.",2017-07-28T13:24:00Z
57,2017,Fresno,2018-01-09T11:43:00Z,,36.81476,-119.51592,FALSE,Freedom Fire,,"The Freedom Fire started on July 4, 2017 near Ashland and Riverbend Ave, Sanger City (Fresno County) and burned 57 acres.",2017-07-04T13:21:00Z
56,2017,Siskiyou,2018-01-09T10:59:00Z,,41.93006,-122.36545,FALSE,Bogus Fire,,"The Bogus Fire started on June 18, 2017 near Ager Beswick Road and Crest Lane, south of Copco Lake in Siskiyou County and burned 56 acres.",2017-06-18T15:45:00Z
55,2017,Solano,2018-01-09T13:23:00Z,,38.4446,-122.0041,TRUE,Estate Fire,,"The Estate Fire started on September 23, 2017 off Estate Rd & John Wayne Rd, north of Vacaville (Solano County)",2017-09-23T11:05:00Z
55,2017,Siskiyou,2018-01-09T12:47:00Z,,41.99483,-121.90077,FALSE,Owens Fire,,"The Owens Fire started on August 29, 2017 off Owens Rd and Hwy 97, northeast of Dorris (Siskiyou County) and burned 55 acres.",2017-08-29T15:39:00Z
55,2017,Los Angeles,2018-01-09T11:11:00Z,,34.03941,-118.58624,FALSE,Topanga Fire,,"The Topanga Fire started on June 29, 2017 off Topanga Canyon & Pacific Coast Hwy in Malibu (Los Angeles County) and burned 55 acres.",2017-06-29T15:09:00Z
54,2017,Siskiyou,2018-01-09T12:46:00Z,,41.222,-122.292,FALSE,Bradley Fire,,"The Bradley Fire started on August 28, 2017, west of Dunsmuir (Siskiyou County). ",2017-08-28T22:00:00Z
54,2017,Siskiyou,2018-01-09T12:46:00Z,,41.222,-122.27499,FALSE,Bradley Fire,,"The Bradley Fire started on August 28, 2017 at Bradley Ridge, City of Dunsmuir (Siskiyou County) and burned 54 acres.",2017-08-28T21:38:00Z
54,2017,Santa Clara,2018-01-09T11:00:00Z,,37.33454,-121.76323,FALSE,Quimby Fire,,"The Quimby Fire started on June 21, 2017 off Quimby Rd, west of Grant Ranch Park, East San Jose (Santa Clara County) and burned 54 acres.",2017-06-21T18:02:00Z
51,2017,Santa Clara,2018-01-09T12:07:00Z,,37.44485,-121.84108,FALSE,Weller Fire,,"The Weller Fire started on July 26 2017 off Weller Rd and Calaveras Rd, 3 miles east of Milpitas (Santa Clara County) and burned 51 acres.",2017-07-26T23:19:00Z
50,2017,Kern,2018-01-09T13:45:00Z,,35.21556,-118.56578,FALSE,Tank Fire,,"The Tank Fire started on October 26, 2017 off Hwy 58 and Keene Ranch Road in the community of Keene (Kern County). It was contained on October 28, 2017.",2017-10-26T11:55:00Z
50,2017,Riverside,2018-01-09T13:42:00Z,,33.8826,-117.00589,FALSE,Extension Fire,,"The Extension Fire started October 23, 2017 off Lambs Canyon Road & Gilman Springs Road, Gilman Springs and burned 50 acres. ",2017-10-23T10:31:00Z
50,2017,Los Angeles,2018-01-09T13:40:00Z,,34.22551,-118.05545,FALSE,Wilson Fire,,"The Wilson Fire started October 17, 2017 off Mount Wilson Circle near the Mount Wilson Observatory and burned 50 acres. ",2017-10-17T03:43:00Z
50,2017,San Mateo,2018-01-09T13:20:00Z,,37.41591,-122.3001,TRUE,Skeggs Fire,85,"The Skeggs Fire started on September 11, 2017 off of Skyline Rd and Skeggs Point, 3 miles west of Woodside in San Mateo County and burned 50 acres. ",2017-09-11T19:41:00Z
50,2017,Kern,2018-01-09T12:19:00Z,,35.70639,-118.47307,FALSE,Calgary Fire,,"The Calgary Fire started on August 5, 2017 off Old State Rd & Dollar Rd, Wofford Heights (Kern County) and burned 50 acres. ",2017-08-05T13:16:00Z
50,2017,Santa Barbara,2018-01-09T11:59:00Z,,34.72379,-120.13249,FALSE,Mesa Fire,,"The Mesa Fire started on July 17, 2017 off of Zaca Station Road and Foxen Canyon Road, 4 miles north of Los Olivos (Santa Barbara County) and burned 50 acres.",2017-07-17T14:55:00Z
50,2017,Yuba,2018-01-09T11:50:00Z,,39.06308,-121.303,FALSE,West Fire,,"The West Fire started on July 8, 2017 off Camp Far West Rd & Wichita Way, east of Olivehurst (Yuba County) and burned 50 acres.",2017-07-08T16:47:00Z
50,2017,Ventura,2018-01-09T11:43:00Z,,34.20599,-118.98603,FALSE,Grade Fire,,"The Grade Fire started on July 4, 2017 off Hwy 101 & Camarillo Springs Rd, Camarillo Springs (Ventura County) and burned 50 acres.",2017-07-04T14:45:00Z
50,2017,Riverside,2018-01-09T11:41:00Z,,33.87739,-117.16215,FALSE,Lago Fire,,"The Lago Fire started on July 3, 2017 at Lake Perris State Recreation Area, Moreno Valley (Riverside County) and burned 50 acres.",2017-07-03T15:14:00Z
50,2017,San Diego,2018-01-09T10:32:00Z,,33.23281,-117.29509,FALSE,Douglas Fire,,"The Douglas Fire started on June 13, 2017 off Hwy. 76 & College Blvd., Oceanside, on Camp Pendleton In San Diego County and burned 50 acres.",2017-06-13T14:31:00Z
48,2017,Madera,2018-01-09T13:23:00Z,,36.94652,-120.90462,FALSE,Power Fire,,"The Power fire started on September 20, 2017 off Arburua Road and I-5, southwest of Los Banos in Madera County.",2017-09-20T21:07:00Z
48,2017,Riverside,2018-01-09T10:21:00Z,,33.58577,-116.07429,FALSE,Serenas Fire,,"The Serenas Fire started on May 28, 2017 off Avenue 64 near Las Serenas Street in Riverside County and burned 48 acres.",2017-05-28T15:27:00Z
47,2017,San Benito,2018-01-09T13:46:00Z,,36.38109,-121.00391,FALSE,Bitterwater Fire,,"The Bitterwater fire started on November 25, 2017 off Airline Hwy and Bitterwater Road, San Benito County and burned 47 acres.",2017-11-25T16:46:00Z
47,2017,San Luis Obispo,2018-01-09T12:03:00Z,,35.06472,-120.5634,FALSE,Zenon Fire,,"The Zenon Fire started on July 20, 2017 off Zenon Way, Nipomo in San Luis Obispo County and burned 47 acres. ",2017-07-20T14:43:00Z
46,2017,Riverside,2018-01-09T12:45:00Z,,33.6444,-117.3968,FALSE,Canyon Fire,,"The Canyon fire started on August 27, 2017 off Highway 74 and South Main Divide, 2 miles southwest of Lake Elsinore in Riverside County and burned 46 acres.",2017-08-27T14:51:00Z
46,2017,San Bernardino,2018-01-09T11:54:00Z,,34.149,-117.189,FALSE,Hidden Fire,,"The Hidden Fire started on July 12, 2017 off Hwy 330, 1 mile north of Highland (San Bernardino County) and burned 46 acres.",2017-07-12T15:29:00Z
46,2017,Siskiyou,2018-01-09T10:27:00Z,,41.8721,-122.4571,TRUE,Whitepine Fire,,"The whitepine Fire started on June 6, 2017 off of Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook (Siskiyou County) and burned 46 acres.",2017-06-06T16:38:00Z
45,2017,Riverside,2018-01-09T13:49:00Z,,33.9885,-117.38417,FALSE,Riverbottom Fire,,"The Riverbottom Fire started on December 21, 2017 near Mission Inn Ave. and Redwood Dr.,  City of Riverside in Riverside County and burned 45 acres.",2017-12-21T11:16:00Z
45,2017,San Luis Obispo,2018-01-09T13:34:00Z,,35.28738,-120.44448,FALSE,Pozo Fire,,"The Pozo Fire started on Monday, October 9, 2017 near West Pozo Road in Santa Margarita, San Luis Obispo County.",2017-10-09T14:30:00Z
45,2017,Shasta,2018-01-09T09:41:00Z,,40.48712,-121.85645,FALSE,Grace Fire,,"The Grace Fire started on April 3, 2017 off Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown in Shasta County and burned 45 acres.",2017-04-03T16:00:00Z
44,2017,Alameda,2018-01-09T12:45:00Z,,37.56181,-121.56425,FALSE,Mines Fire,,"The Mines Fire started on August 27, 2017 off Mines Road and Crane Ridge Road, 8 miles south of Livermore in Alameda County and burned 44 acres.",2017-08-27T17:45:00Z
43,2017,Tehama,2018-01-09T13:46:00Z,,39.81517,-122.28165,FALSE,Roser Fire,,"The Roser Fire started November 2, 2017 near Roser Rd & Sour Grass Rd, 6 miles NW of Orland (Tehama County) and burned 43 acres. ",2017-11-02T14:40:00Z
43,2017,Monterey,2018-01-09T13:19:00Z,,36.17297,-120.87609,FALSE,Pine Fire,,"The Pine fire started on September 11, 2017 off of HWY 198 and Pine Valley (Monterey County) and burned 43 acres.",2017-09-11T15:11:00Z
42,2017,Monterey,2018-01-09T11:11:00Z,,35.96275,-121.08753,FALSE,Lockwood Fire,,"The Lockwood Fire started on June 29, 2017 off San Lucas Rd and Martinez Rd in the town of Lockwood in Monterey County and burned 42 acres.",2017-06-29T20:44:00Z
42,2017,Tehama,2018-01-09T11:07:00Z,,40.10282,-122.27379,FALSE,Paskenta Fire,,"The Paskenta Fire started on June 24, 2017 off Paskenta Rd, west of Red Bluff (Tehama County) and burned 42 acres.",2017-06-24T11:15:00Z
42,2017,Modoc,2018-01-09T10:24:00Z,,41.38247,-120.53443,FALSE,Jones Fire,,"The Jones Fire started on June 3, 2017 off Hwy 395, south of Alturas (Modoc County) and burned 42 acres.",2017-06-03T13:09:00Z
41,2017,Siskiyou,2018-01-09T12:38:00Z,,41.99279,-122.9401,FALSE,Ward Fire,,"The Ward Fire started on August 13, 2017, in Wards Fork near Donomore in Siskiyou County and burned 41 acres. ",2017-08-13T12:41:00Z
41,2017,Los Angeles,2018-01-09T11:11:00Z,,34.10446,-118.70294,FALSE,Stokes Fire,,"The Stokes Fire started on June 29, 2017 off Stokes Rd. and Mulholland Dr. in Calabasas Los Angeles County and burned 41 acres.
",2017-06-29T15:45:00Z
41,2017,Kern,2018-01-09T09:57:00Z,,35.05076,-118.90004,FALSE,Feed Fire,,"The Feed Fire started on May 14, 2017 off Sabastian Rd and Wheeler, southeast of Arvin in Kern County and burned 41 acres.",2017-05-14T14:00:00Z
40,2017,Riverside,2018-01-09T13:47:00Z,,33.96514,-117.4764,FALSE,Riverdale Fire,,"The Riverdale Fire started on December 4, 2017 off Riverdale Place and Lakeview Ave, Santa Ana Riverbed (Riverside County). #RiverdaleFire",2017-12-04T12:26:00Z
40,2017,Riverside,2018-01-09T13:46:00Z,,33.90327,-116.50151,FALSE,Palm Fire,,"The Palm Fire started on November 14, 2017 off Palm Dr & 20th Ave, Desert Hot Springs (Riverside County).",2017-11-14T16:11:00Z
40,2017,San Bernardino,2018-01-09T13:45:00Z,,34.13534,-117.4982,FALSE,Freeway Fire,,"The Freeway Fire stared on October 24, 2017 off of Interstate 15 and Interstate 210, Rancho Cucamonga (San Bernardino County). It was contained on October 25.",2017-10-24T10:27:00Z
40,2017,Shasta,2018-01-09T13:31:00Z,,40.70627,-122.24199,FALSE,Jones Fire,,"The Jones Fire started on October 8, 2017 off of Argonaut Trail and Dry Creek Rd, Jones Valley in Shasta County and burned 40 acres. ",2017-10-08T04:53:00Z
40,2017,Kern,2018-01-09T13:29:00Z,,35.59302,-118.46734,FALSE,Lakewood Fire,,"The Lakewood fire started on September 29, 2017 off Todd Ct and Brick Dr, east of Lake Isabella in Kern County.",2017-09-29T15:58:00Z
40,2017,Del Norte,2018-01-09T13:20:00Z,,41.98128,-124.01168,FALSE,Hole Fire,,"The Hole Fire started on September 12, 2017 off Low Divide Rd, west of Rockland (Del Norte County) and burned approximately 40 acres.",2017-09-12T12:45:00Z
40,2017,Humboldt,2018-01-09T12:46:00Z,,41.02705,-123.63721,FALSE,Translator Fire,,"The Translator Fire started on August 28 2017 near Tish Tang Rd & Hostler, Hoopa Valley Indian Res (Humboldt County) and burned 40 acres. ",2017-08-28T08:01:00Z
40,2017,Tehama,2018-01-09T12:45:00Z,,40.29831,-122.70449,FALSE,Vestal Fire,,"The Vestal Fire started on August 26, 2017 off Hwy 36 and Vestal Road, west of Red Bluff in Tehama County and burned 40 acres. ",2017-08-26T15:03:00Z
40,2017,Lake,2018-01-09T11:59:00Z,,38.86056,-122.62382,FALSE,Murphy Fire,,"The Murphy fire started on July 17, 2017 off Hwy 29 and Agua Dulce, 3 miles south of Lower lake in Lake County and burned 40 acres.",2017-07-17T14:44:00Z
40,2017,Monterey,2018-01-09T11:56:00Z,,36.66684,-121.74826,FALSE,Reservation Fire,,"The Reservation fire started on July 16, 2017 off Reservation Rd and Blanco Rd, east of the city of Marina (Monterey County) and burned 40 acres.",2017-07-16T11:17:00Z
39,2017,Tuolumne,2018-03-26T10:49:00Z,,37.896778,-120.504134,FALSE,Table Fire,,"The Table Fire started on September 19, 2017 On Table Mountain, west of Table Mountain Road and Chicken Ranch Road, Jamestown (Tuolumne County)and burned 39 acres. ",2017-09-19T00:22:00Z
39,2017,Yuba,2018-01-09T12:05:00Z,,39.06522,-121.3519,TRUE,Spenceville Fire,,"The Spenceville Fire started on July 24, 2017 off Spenceville Rd & Monarch Trail Dr, Wheatland (Yuba County) and burned 39 acres.",2017-07-24T14:56:00Z
39,2017,Solano,2018-01-09T11:01:00Z,,38.07481,-122.23004,FALSE,Toll Fire,,"The Toll Fire started on June 22, 2017 off of I-80 and Sonoma Blvd, Vallejo in Solano County and burned 39 acres.",2017-06-22T13:08:00Z
38,2017,Marin,2018-01-09T11:09:00Z,,37.9775,-122.65749,FALSE,Pine Fire,,"The Pine Fire off San Geronimo Ridge Road and Pine Mountain Fire Road, south of Woodacre in Marin County started on Tuesday, June 27, 2017, and burned",2017-06-27T10:39:00Z
38,2017,Tuolumne,2018-01-09T10:31:00Z,,37.85137,-120.45268,FALSE,Red Fire,,"The Red Fire started on June 11, 2017 off Red Hills Road and Six Bit Gulch Road, 2 miles southwest of Chinese Camp in Tuolumne County and burned 38 acres.",2017-06-11T18:49:00Z
37,2017,Shasta,2018-01-09T13:46:00Z,,40.774,-122.309,FALSE, Bridge Fire,,"The Bridge Fire started on October 31 2017, at I-5 and Turntable Bay, 7 miles NE of Shasta Lake (Shasta County) and burned 37 acres. It was contained November 5, 2017.",2017-10-31T11:22:00Z
36,2017,Mariposa,2018-01-09T11:48:00Z,,37.65963,-120.34802,FALSE,Banderilla Fire,,"The Banderilla Fire started on July 7, 2017 off Banderilla Dr & Hidalgo St, north of Hayward (Mariposa County) and burned 36 acres.",2017-07-07T15:50:00Z
36,2017,San Diego,2018-01-09T11:07:00Z,,33.1683,-116.77342,FALSE,Black Fire,,"The Black Fire started on June 25, 2017 off Black Canyon Rd & Mesa Grande Rd, Ramona (San Diego County) and burned 36 acres.",2017-06-25T12:09:00Z
35,2017,Riverside,2018-01-09T13:28:00Z,,33.74925,-117.10301,FALSE,Melba Fire,,"The Melba Fire started in September 29, 2017 off Highway 74 and Melba Avenue and burned 35 acres. ",2017-09-29T18:01:00Z
35,2017,Marin,2018-01-09T11:54:00Z,,38.08055,-122.77846,FALSE,Spaletta Fire,,"The Spaletta fire started on July 12, 2017 off Point Reyes-Petaluma Road, Petaluma in Marin County and burned 35 acres. ",2017-07-12T16:15:00Z
35,2017,Riverside,2018-01-09T11:43:00Z,,33.99316,-117.48405,FALSE,Jurupa Fire,,"The Jurupa Fire started on July 4, 2017 off Van Buren Bl & Jurupa Rd in Jurupa Valley (Riverside County) and burned 35 acres.",2017-07-04T15:20:00Z
35,2017,Sacramento,2018-01-09T11:09:00Z,,38.45822,-120.92162,FALSE,Latrobe Fire,,"The Latrobe Fire started on June 27, 2017 off Hwy 16  & Latrobe Rd, east of White Rock in Sacramento County and burned 35 acres.",2017-06-27T07:39:00Z
35,2017,Kern,2018-01-09T10:29:00Z,,35.37351,-118.84134,FALSE,Breckenridge Fire,,"The Breckenridge Fire started on June 9, 2017 off of Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield (Kern County) and burned 35 acres.",2017-06-09T04:53:00Z
35,2017,Riverside,2018-01-09T10:07:00Z,,33.96419,-117.20507,FALSE,Smiley Fire,,"The Smiley Fire started on May 21, 2017, off of Reche Canyon Road and Smiley Boulevard, north of Moreno Valley, Riverside County and burned 35 acres.",2017-05-21T16:12:00Z
34,2017,San Bernardino,2018-01-09T13:47:00Z,,34.21829,-117.40625,FALSE,Meyers Fire,,"The Meyers fire started on December 5, 2017 near the Hwy 15 and Hwy 215 junction, near Glen Helen Regional Park in San Bernardino County.",2017-12-05T13:28:00Z
34,2017,Riverside,2018-01-09T13:19:00Z,,33.73547,-117.33364,FALSE,Ellie Fire,,"The Ellie Fire started on September 10, 2017, near Ellie Way and El Toro Road in Lake Elsinore (Riverside County) and burned 34 acres. ",2017-09-10T13:49:00Z
34,2017,Humboldt,2018-01-09T12:49:00Z,,40.03697,-123.64214,FALSE,Miller Fire,,"The Miller Fire started August 31 2017 off Miller Ranch road and Bell Springs road, 10 miles NE of Leggett (Humboldt county) and burned 34 acres.",2017-08-31T13:57:00Z
34,2017,San Benito,2018-01-09T11:42:00Z,,36.85596,-121.30983,FALSE,Valley Fire,,"The Valley Fire started on July 4, 2017 off Santa Ana Valley Rd & Douglas Dr, Hollister (San Benito County) and burned 34 acres.",2017-07-04T13:21:00Z
33,2017,Riverside,2018-01-09T11:46:00Z,,33.763304,-117.314994,FALSE,Christmas Fire,,"The Christmas Fire started on July 7, 2017 off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow (Riverside County) and burned 33 acres.",2017-07-07T12:56:00Z
